Rk,Season,Tm,TMSeason,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
22,1996-97,SAC,1996-97SAC,82,34,48,0.439,19855,3000,6611,2586,5553,414,1058,1494,2067,1100,2307,3407,1799,588,362,1332,1946,7908
21,1997-98,SAC,1997-98SAC,82,27,55,0.354,19730,2957,6684,2674,5878,283,806,1440,2096,1094,2304,3398,1836,596,420,1271,1810,7637
20,1998-99,SAC,1998-99SAC,50,27,23,0.354,12200,1918,4307,1628,3364,290,943,883,1293,706,1573,2279,1129,444,232,842,1016,5009
19,1999-00,SAC,1999-00SAC,82,44,38,0.549,19805,3276,7288,2742,5632,534,1656,1521,2016,1056,2635,3691,1953,787,381,1325,1729,8607
18,2000-01,SAC,2000-01SAC,82,55,27,0.683,20080,3132,6969,2653,5616,479,1353,1600,2075,987,2705,3692,1852,793,432,1221,1596,8343
17,2001-02,SAC,2001-02SAC,82,61,21,0.744,19755,3267,7003,2841,5843,426,1160,1618,2154,1013,2702,3715,1958,741,375,1128,1560,8578
16,2002-03,SAC,2002-03SAC,82,59,23,0.72,19830,3242,6990,2751,5702,491,1288,1367,1832,900,2751,3651,2034,736,457,1192,1666,8342
15,2003-04,SAC,2003-04SAC,82,55,27,0.683,19780,3103,6711,2502,5213,601,1498,1626,2044,888,2492,3380,2152,710,325,1137,1586,8433
14,2004-05,SAC,2004-05SAC,82,50,32,0.622,19855,3203,6978,2681,5582,522,1396,1577,2004,1023,2455,3478,2005,674,316,1073,1685,8505
13,2005-06,SAC,2005-06SAC,82,44,38,0.549,19830,2954,6500,2460,5092,494,1408,1704,2173,852,2473,3325,1825,608,299,1199,1672,8106
12,2006-07,SAC,2006-07SAC,82,33,49,0.427,19805,2941,6532,2411,5019,530,1513,1891,2473,797,2396,3193,1665,671,265,1194,1792,8303
11,2007-08,SAC,2007-08SAC,82,38,44,0.488,19830,3043,6558,2533,5191,510,1367,1812,2272,829,2456,3285,1567,651,334,1317,1839,8408
10,2008-09,SAC,2008-09SAC,82,17,65,0.244,19905,2990,6685,2404,5091,586,1594,1682,2107,840,2366,3206,1619,569,349,1266,1910,8248
9,2009-10,SAC,2009-10SAC,82,25,57,0.333,19880,3144,6895,2662,5512,482,1383,1430,1969,977,2518,3495,1679,564,366,1226,1827,8200
8,2010-11,SAC,2010-11SAC,82,24,58,0.317,19855,3134,6979,2706,5702,428,1277,1455,1981,1071,2526,3597,1675,608,391,1324,1805,8151
7,2011-12,SAC,2011-12SAC,66,22,44,0.293,15915,2490,5712,2079,4411,411,1301,1127,1532,882,1947,2829,1271,561,323,952,1287,6518
6,2012-13,SAC,2012-13SAC,82,28,54,0.366,19830,3086,6904,2476,5223,610,1681,1437,1869,943,2385,3328,1708,671,342,1199,1717,8219
5,2013-14,SAC,2013-14SAC,82,28,54,0.366,19830,3026,6766,2535,5291,491,1475,1698,2237,990,2656,3646,1547,587,318,1249,1849,8241
4,2014-15,SAC,2014-15SAC,82,29,53,0.378,19855,3010,6617,2549,5267,461,1350,1829,2400,895,2728,3623,1667,550,324,1333,1696,8310
3,2015-16,SAC,2015-16SAC,82,33,49,0.429,19805,3283,7083,2623,5244,660,1839,1514,2089,868,2760,3628,2009,733,368,1326,1676,8740
2,2016-17,SAC,2016-17SAC,82,32,50,0.415,19880,3105,6734,2368,4774,737,1960,1483,1913,715,2652,3367,1844,627,324,1201,1667,8430
1,2017-18,SAC,2017-18SAC,6,1,5,0.106,1440,223,522,175,389,48,133,82,106,66,186,252,111,47,19,89,121,576
39,1979-80,SAS,1979-80SAS,82,41,41,0.5,19755,3856,7738,3804,7532,52,206,2024,2528,1153,2515,3668,2326,771,333,1589,2103,9788
38,1980-81,SAS,1980-81SAS,82,52,30,0.634,19805,3571,7276,3556,7191,15,85,2052,2668,1304,2582,3886,2048,685,643,1533,2114,9209
37,1981-82,SAS,1981-82SAS,82,48,34,0.598,19755,3698,7613,3634,7361,64,252,1812,2335,1253,2537,3790,2257,600,555,1293,2217,9272
36,1982-83,SAS,1982-83SAS,82,53,29,0.646,19780,3697,7340,3603,7032,94,308,1887,2468,1232,2599,3831,2261,675,469,1504,2095,9375
35,1983-84,SAS,1983-84SAS,82,37,45,0.476,19980,3909,7721,3830,7458,79,263,1965,2604,1230,2528,3758,2361,685,491,1447,2146,9862
34,1984-85,SAS,1984-85SAS,82,41,41,0.5,19780,3698,7202,3643,7000,55,202,1961,2571,1127,2470,3597,2316,757,443,1542,2180,9412
33,1985-86,SAS,1985-86SAS,82,35,47,0.439,19805,3596,7104,3550,6908,46,196,1882,2523,1069,2413,3482,2260,800,390,1624,2115,9120
32,1986-87,SAS,1986-87SAS,82,28,54,0.366,19805,3532,7456,3415,7053,117,403,1701,2292,1285,2347,3632,2220,786,325,1406,1930,8882
31,1987-88,SAS,1987-88SAS,82,31,51,0.402,19805,3706,7559,3573,7147,133,412,1769,2412,1184,2335,3519,2344,739,468,1418,1991,9314
30,1988-89,SAS,1988-89SAS,82,21,61,0.28,19755,3469,7409,3406,7116,63,293,1651,2367,1295,2181,3476,2037,961,423,1712,2153,8652
29,1989-90,SAS,1989-90SAS,82,56,26,0.683,19730,3388,6997,3334,6771,54,226,1888,2535,1163,2474,3637,2037,799,554,1399,1854,8718
28,1990-91,SAS,1990-91SAS,82,55,27,0.671,19830,3409,6988,3328,6691,81,297,1883,2459,1131,2657,3788,2140,670,571,1445,1896,8782
27,1991-92,SAS,1991-92SAS,82,47,35,0.58,19780,3377,7090,3259,6686,118,404,1652,2246,1229,2552,3781,2010,729,608,1308,1799,8524
26,1992-93,SAS,1992-93SAS,82,49,33,0.61,19855,3311,6762,3075,6070,236,692,1794,2346,919,2542,3461,2012,582,514,1227,1844,8652
25,1993-94,SAS,1993-94SAS,82,55,27,0.671,19780,3178,6688,2929,5974,249,714,1597,2151,1189,2597,3786,1896,561,450,1198,1662,8202
24,1994-95,SAS,1994-95SAS,82,62,20,0.756,19855,3236,6687,2802,5529,434,1158,1836,2487,1029,2661,3690,1919,656,456,1246,1871,8742
23,1995-96,SAS,1995-96SAS,82,59,23,0.72,19780,3148,6602,2630,5282,518,1320,1663,2261,937,2586,3523,2044,645,536,1195,1820,8477
22,1996-97,SAS,1996-97SAS,82,20,62,0.28,19730,2827,6391,2449,5211,378,1180,1386,1929,1101,2129,3230,1661,646,431,1243,1764,7418
21,1997-98,SAS,1997-98SAS,82,56,26,0.683,19830,2898,6187,2596,5324,302,863,1489,2164,984,2638,3622,1839,516,568,1318,1731,7587
20,1998-99,SAS,1998-99SAS,50,37,13,0.476,12075,1740,3812,1568,3291,172,521,988,1415,614,1584,2198,1101,421,351,759,1010,4640
19,1999-00,SAS,1999-00SAS,82,53,29,0.659,19855,2952,6393,2622,5511,330,882,1652,2214,927,2666,3593,1819,614,551,1233,1716,7886
18,2000-01,SAS,2000-01SAS,82,58,24,0.714,19830,2884,6262,2439,5168,445,1094,1673,2340,902,2712,3614,1778,568,576,1145,1551,7886
17,2001-02,SAS,2001-02SAS,82,58,24,0.714,19855,2913,6363,2475,5152,438,1211,1668,2249,907,2566,3473,1643,625,537,1180,1575,7932
16,2002-03,SAS,2002-03SAS,82,60,22,0.732,19830,2908,6297,2459,5027,449,1270,1591,2194,939,2556,3495,1636,629,529,1295,1672,7856
15,2003-04,SAS,2003-04SAS,82,57,25,0.695,19755,2842,6434,2434,5294,408,1140,1409,2069,1029,2669,3698,1676,661,537,1203,1667,7501
14,2004-05,SAS,2004-05SAS,82,59,23,0.72,19805,2923,6450,2416,5055,507,1395,1535,2120,987,2489,3476,1771,613,543,1126,1717,7888
13,2005-06,SAS,2005-06SAS,82,63,19,0.768,19805,2993,6342,2469,4980,524,1362,1327,1891,851,2548,3399,1717,543,467,1126,1714,7837
12,2006-07,SAS,2006-07SAS,82,58,24,0.72,19780,2999,6328,2404,4767,595,1561,1486,1980,761,2577,3338,1814,587,417,1137,1588,8079
11,2007-08,SAS,2007-08SAS,82,56,26,0.695,19730,2938,6424,2344,4814,594,1610,1350,1774,771,2612,3383,1718,521,337,1035,1537,7820
10,2008-09,SAS,2008-09SAS,82,54,28,0.671,19905,3042,6534,2417,4914,625,1620,1249,1641,728,2638,3366,1736,474,329,963,1546,7958
9,2009-10,SAS,2009-10SAS,82,50,32,0.622,19780,3150,6659,2596,5112,554,1547,1458,1969,887,2621,3508,1829,516,381,1116,1669,8312
8,2010-11,SAS,2010-11SAS,82,61,21,0.744,19780,3148,6628,2463,4901,685,1727,1521,1984,829,2603,3432,1836,602,372,1101,1556,8502
7,2011-12,SAS,2011-12SAS,66,50,16,0.622,15940,2611,5463,2059,4058,552,1405,1067,1427,683,2153,2836,1528,490,293,895,1143,6841
6,2012-13,SAS,2012-13SAS,82,58,24,0.72,19880,3210,6675,2547,4911,663,1764,1365,1725,666,2721,3387,2058,695,446,1206,1427,8448
5,2013-14,SAS,2013-14SAS,82,62,20,0.758,19755,3326,6844,2628,5087,698,1757,1289,1642,762,2786,3548,2064,604,420,1180,1495,8639
4,2014-15,SAS,2014-15SAS,82,55,27,0.683,19955,3208,6854,2531,5007,677,1847,1368,1754,806,2772,3578,2000,657,444,1146,1564,8461
3,2015-16,SAS,2015-16SAS,82,67,15,0.817,19705,3289,6797,2719,5279,570,1518,1342,1672,770,2831,3601,2010,677,485,1071,1433,8490
2,2016-17,SAS,2016-17SAS,82,61,21,0.756,19805,3222,6864,2469,4937,753,1927,1440,1806,821,2777,3598,1954,655,484,1101,1498,8637
1,2017-18,SAS,2017-18SAS,7,4,3,0.183,1680,263,614,214,466,49,148,112,153,93,241,334,146,54,49,103,114,687
39,1979-80,SDC,1979-80SDC,82,35,47,0.451,19755,3524,7494,3347,6951,177,543,1595,2167,1294,2308,3602,1688,664,288,1443,1896,8820
38,1980-81,SDC,1980-81SDC,82,36,46,0.451,19730,3477,7283,3345,6876,132,407,1651,2246,1169,2144,3313,2098,764,292,1407,2078,8737
37,1981-82,SDC,1981-82SDC,82,17,65,0.244,19755,3552,7101,3453,6763,99,338,1693,2341,1131,2196,3327,1878,636,299,1570,2353,8896
36,1982-83,SDC,1982-83SDC,82,25,57,0.329,19830,3625,7634,3561,7372,64,262,1589,2195,1394,2108,3502,2087,820,408,1600,2284,8903
35,1983-84,SDC,1983-84SDC,82,30,52,0.378,19730,3634,7325,3610,7197,24,128,1785,2424,1307,2382,3689,1981,567,385,1515,2020,9077
39,1979-80,SEA,1979-80SEA,82,56,26,0.683,19830,3554,7565,3495,7376,59,189,1730,2253,1380,2550,3930,2043,750,428,1496,1865,8897
38,1980-81,SEA,1980-81SEA,82,34,48,0.439,19780,3343,7145,3311,7028,32,117,1813,2376,1167,2434,3601,1945,628,438,1524,1986,8531
37,1981-82,SEA,1981-82SEA,82,52,30,0.646,19830,3505,7178,3467,7025,38,153,1747,2362,1103,2544,3647,2103,691,460,1351,2057,8795
36,1982-83,SEA,1982-83SEA,82,48,34,0.598,19805,3597,7277,3568,7139,29,138,1796,2459,1152,2569,3721,2278,677,437,1533,1969,9019
35,1983-84,SEA,1983-84SEA,82,42,40,0.524,19780,3460,7083,3433,6943,27,140,1918,2460,1064,2332,3396,2233,636,350,1360,1884,8865
34,1984-85,SEA,1984-85SEA,82,31,51,0.402,19705,3277,6910,3232,6725,45,185,1777,2305,1019,2287,3306,2185,649,343,1493,1974,8376
33,1985-86,SEA,1985-86SEA,82,31,51,0.402,19930,3335,7059,3256,6759,79,300,1815,2331,1145,2256,3401,1977,745,295,1435,2168,8564
32,1986-87,SEA,1986-87SEA,82,39,43,0.5,19855,3593,7451,3402,6880,191,571,1948,2571,1373,2395,3768,2184,705,450,1509,2224,9325
31,1987-88,SEA,1987-88SEA,82,44,38,0.549,19855,3544,7443,3323,6805,221,638,1826,2442,1313,2314,3627,2146,775,447,1376,2380,9135
30,1988-89,SEA,1988-89SEA,82,47,35,0.585,19780,3564,7478,3271,6704,293,774,1775,2379,1397,2238,3635,2083,864,494,1403,2027,9196
29,1989-90,SEA,1989-90SEA,82,41,41,0.512,19905,3466,7243,3235,6593,231,650,1606,2167,1323,2255,3578,1874,701,335,1336,2064,8769
28,1990-91,SEA,1990-91SEA,82,41,41,0.512,19880,3500,7117,3364,6690,136,427,1608,2143,1222,2173,3395,2042,861,380,1404,1973,8744
27,1991-92,SEA,1991-92SEA,82,47,35,0.585,19855,3380,7128,3175,6481,205,647,1772,2263,1282,2257,3539,1877,775,448,1323,1952,8737
26,1992-93,SEA,1992-93SEA,82,55,27,0.671,19780,3473,7140,3255,6530,218,610,1720,2259,1222,2254,3476,1906,944,409,1267,1971,8884
25,1993-94,SEA,1993-94SEA,82,63,19,0.768,19730,3338,6901,3096,6179,242,722,1769,2374,1148,2233,3381,2112,1053,365,1262,1914,8687
24,1994-95,SEA,1994-95SEA,82,57,25,0.695,19830,3310,6741,2819,5436,491,1305,1944,2564,1068,2337,3405,2115,917,392,1295,2067,9055
23,1995-96,SEA,1995-96SEA,82,64,18,0.78,19880,3074,6401,2493,4805,581,1596,1843,2424,954,2449,3403,1999,882,393,1441,1967,8572
22,1996-97,SEA,1996-97SEA,82,57,25,0.707,19780,2995,6415,2436,4832,559,1583,1725,2295,1010,2271,3281,1931,904,388,1231,1803,8274
21,1997-98,SEA,1997-98SEA,82,61,21,0.744,19755,3052,6458,2431,4889,621,1569,1521,2109,931,2225,3156,1986,804,376,1145,1812,8246
20,1998-99,SEA,1998-99SEA,50,25,25,0.329,12100,1756,3976,1447,3077,309,899,922,1354,676,1422,2098,1087,393,201,765,1047,4743
19,1999-00,SEA,1999-00SEA,82,45,37,0.573,19780,3108,6946,2562,5335,546,1611,1363,1960,1042,2483,3525,1878,657,345,1152,1776,8125
18,2000-01,SEA,2000-01SEA,82,44,38,0.549,19805,3029,6649,2563,5480,466,1169,1454,1986,999,2422,3421,1792,657,409,1252,1733,7978
17,2001-02,SEA,2001-02SEA,82,45,37,0.571,19830,3131,6681,2642,5389,489,1292,1263,1672,968,2333,3301,1926,698,364,1124,1732,8014
16,2002-03,SEA,2002-03SEA,82,40,42,0.5,19855,2887,6599,2431,5308,456,1291,1325,1780,963,2385,3348,1775,679,295,1085,1712,7555
15,2003-04,SEA,2003-04SEA,82,37,45,0.488,19805,2939,6590,2216,4654,723,1936,1363,1782,907,2318,3225,1782,661,387,1188,1784,7964
14,2004-05,SEA,2004-05SEA,82,52,30,0.646,19755,2882,6498,2216,4674,666,1824,1683,2131,1041,2311,3352,1487,553,338,1113,1944,8113
13,2005-06,SEA,2005-06SEA,82,35,47,0.451,19830,3077,6711,2472,5080,605,1631,1652,2104,1013,2233,3246,1696,622,306,1208,1933,8411
12,2006-07,SEA,2006-07SEA,82,31,51,0.402,19830,3047,6628,2522,5177,525,1451,1511,1911,928,2322,3250,1695,631,301,1268,1801,8130
11,2007-08,SEA,2007-08SEA,82,20,62,0.268,19830,3125,7032,2812,6093,313,939,1436,1866,971,2688,3659,1748,531,400,1310,1680,7999
23,1995-96,TOR,1995-96TOR,82,21,61,0.293,19830,3084,6598,2670,5430,414,1168,1412,1953,1071,2213,3284,1927,745,493,1544,1987,7994
22,1996-97,TOR,1996-97TOR,82,30,52,0.394,19830,2897,6632,2308,5008,589,1624,1446,2008,1135,2254,3389,1714,722,517,1347,1883,7829
21,1997-98,TOR,1997-98TOR,82,16,66,0.232,19930,2965,6813,2593,5727,372,1086,1479,2060,1187,2149,3336,1746,769,663,1371,1851,7781
20,1998-99,TOR,1998-99TOR,50,23,27,0.305,12075,1660,3940,1434,3278,226,662,1011,1330,712,1447,2159,1036,439,321,799,1139,4557
19,1999-00,TOR,1999-00TOR,82,45,37,0.561,19755,2980,6882,2555,5711,425,1171,1583,2068,1098,2449,3547,1947,666,544,1137,1989,7968
18,2000-01,TOR,2000-01TOR,82,47,35,0.585,19955,3048,6972,2619,5808,429,1164,1482,1984,1118,2529,3647,2004,599,519,1080,1745,8007
17,2001-02,TOR,2001-02TOR,82,42,40,0.524,19755,2919,6727,2532,5618,387,1109,1269,1717,1114,2336,3450,1779,688,454,1174,1771,7494
16,2002-03,TOR,2002-03TOR,82,24,58,0.317,19805,2847,6664,2438,5471,409,1193,1350,1879,1023,2355,3378,1583,609,392,1181,1761,7453
15,2003-04,TOR,2003-04TOR,82,33,49,0.427,19980,2654,6348,2193,5054,461,1294,1237,1650,830,2419,3249,1574,604,402,1164,1748,7006
14,2004-05,TOR,2004-05TOR,82,33,49,0.429,19805,2952,6656,2304,4975,648,1681,1626,2101,844,2444,3288,1670,621,317,1087,1876,8178
13,2005-06,TOR,2005-06TOR,82,27,55,0.354,19955,3013,6639,2405,5019,608,1620,1653,2089,864,2291,3155,1593,529,272,1071,1965,8287
12,2006-07,TOR,2006-07TOR,82,47,35,0.585,19755,3032,6547,2501,5083,531,1464,1562,1982,755,2480,3235,1822,581,321,1104,1672,8157
11,2007-08,TOR,2007-08TOR,82,41,41,0.512,19830,3148,6726,2576,5267,572,1459,1347,1658,790,2496,3286,1953,570,336,959,1596,8215
10,2008-09,TOR,2008-09TOR,82,33,49,0.427,19805,3054,6673,2575,5384,479,1289,1534,1861,802,2513,3315,1835,523,390,1098,1593,8121
9,2009-10,TOR,2009-10TOR,82,40,42,0.5,19780,3199,6631,2681,5234,518,1397,1618,2118,806,2507,3313,1804,469,384,1100,1819,8534
8,2010-11,TOR,2010-11TOR,82,22,60,0.293,19780,3144,6755,2799,5664,345,1091,1491,1976,963,2343,3306,1795,581,350,1206,1807,8124
7,2011-12,TOR,2011-12TOR,66,23,43,0.305,15965,2268,5154,1903,4079,365,1075,1085,1410,697,2074,2771,1382,429,321,1001,1532,5986
6,2012-13,TOR,2012-13TOR,82,34,48,0.439,19980,2979,6685,2408,5020,571,1665,1442,1831,871,2426,3297,1765,595,392,1124,1836,7971
5,2013-14,TOR,2013-14TOR,82,48,34,0.598,19955,2992,6718,2279,4801,713,1917,1608,2055,935,2552,3487,1737,577,343,1159,1882,8305
4,2014-15,TOR,2014-15TOR,82,49,33,0.61,19855,3108,6829,2382,4769,726,2060,1585,2014,881,2526,3407,1701,615,357,1057,1712,8527
3,2015-16,TOR,2015-16TOR,82,56,26,0.695,19780,3006,6669,2298,4754,708,1915,1702,2190,836,2724,3560,1536,636,449,1073,1610,8422
2,2016-17,TOR,2016-17TOR,82,51,31,0.634,19780,3211,6918,2486,4922,725,1996,1615,2028,871,2676,3547,1517,677,400,1041,1708,8762
1,2017-18,TOR,2017-18TOR,6,4,2,0.183,1440,237,526,178,329,59,197,121,145,60,203,263,140,58,37,87,132,654
39,1979-80,UTA,1979-80UTA,82,24,58,0.317,19805,3382,6817,3323,6632,59,185,1571,1943,967,2359,3326,2005,656,362,1543,2006,8394
38,1980-81,UTA,1980-81UTA,82,28,54,0.354,19730,3332,6825,3290,6662,42,163,1595,2080,962,2325,3287,1948,637,386,1423,2110,8301
37,1981-82,UTA,1981-82UTA,82,25,57,0.329,19780,3679,7446,3657,7349,22,97,1714,2282,1147,2362,3509,1895,700,357,1435,2196,9094
36,1982-83,UTA,1982-83UTA,82,30,52,0.38,19755,3525,7342,3481,7159,44,183,1844,2440,1093,2550,3643,2176,758,595,1683,2017,8938
35,1983-84,UTA,1983-84UTA,82,45,37,0.561,19780,3606,7242,3505,6925,101,317,2115,2708,1096,2522,3618,2230,695,604,1510,1978,9428
34,1984-85,UTA,1984-85UTA,82,41,41,0.506,19755,3478,7302,3375,6995,103,307,1878,2434,1081,2554,3635,2143,712,697,1575,1961,8937
33,1985-86,UTA,1985-86UTA,82,42,40,0.524,19780,3453,7083,3418,6914,35,169,1930,2694,1068,2479,3547,2199,717,666,1518,2038,8871
32,1986-87,UTA,1986-87UTA,82,44,38,0.549,19755,3485,7514,3346,7066,139,448,1735,2389,1194,2456,3650,2240,835,628,1403,2040,8844
31,1987-88,UTA,1987-88UTA,82,47,35,0.585,19705,3484,7092,3355,6688,129,404,1802,2404,1066,2553,3619,2407,771,627,1481,1986,8899
30,1988-89,UTA,1988-89UTA,82,51,31,0.634,19730,3182,6595,3068,6215,114,380,2110,2742,1050,2607,3657,2108,720,583,1532,1894,8588
29,1989-90,UTA,1989-90UTA,82,55,27,0.671,19830,3330,6593,3104,5963,226,630,1874,2484,953,2501,3454,2212,677,491,1410,2031,8760
28,1990-91,UTA,1990-91UTA,82,54,28,0.66,19780,3214,6537,3066,6079,148,458,1951,2472,867,2474,3341,2217,652,451,1305,1796,8527
27,1991-92,UTA,1991-92UTA,82,55,27,0.671,19880,3379,6866,3221,6408,158,458,1961,2490,1097,2543,3640,2188,715,448,1264,1746,8877
26,1992-93,UTA,1992-93UTA,82,47,35,0.585,19755,3336,6828,3206,6414,130,414,1907,2491,1041,2463,3504,2177,746,344,1270,1965,8709
25,1993-94,UTA,1993-94UTA,82,53,29,0.659,19830,3207,6729,3028,6170,179,559,1761,2379,1059,2385,3444,2179,751,364,1191,1988,8354
24,1994-95,UTA,1994-95UTA,82,60,22,0.732,19780,3243,6339,2942,5538,301,801,1939,2483,874,2412,3286,2256,758,392,1289,2045,8726
23,1995-96,UTA,1995-96UTA,82,55,27,0.671,19780,3129,6417,2752,5404,377,1013,1769,2302,993,2373,3366,2139,667,418,1215,2046,8404
22,1996-97,UTA,1996-97UTA,82,64,18,0.78,19830,3131,6217,2797,5315,334,902,1858,2416,889,2410,3299,2199,748,418,1259,1981,8454
21,1997-98,UTA,1997-98UTA,82,62,20,0.756,19780,2993,6113,2744,5443,249,670,2044,2644,962,2405,3367,2070,648,412,1260,1961,8279
20,1998-99,UTA,1998-99UTA,50,37,13,0.476,12175,1684,3620,1544,3232,140,388,1158,1510,555,1508,2063,1204,398,276,814,1133,4666
19,1999-00,UTA,1999-00UTA,82,55,27,0.671,19755,2962,6380,2633,5526,329,854,1661,2150,936,2426,3362,2041,629,446,1220,2013,7914
18,2000-01,UTA,2000-01UTA,82,53,29,0.659,19780,2960,6289,2635,5437,325,852,1714,2280,943,2383,3326,2110,661,463,1296,2107,7959
17,2001-02,UTA,2001-02UTA,82,44,38,0.549,19830,2869,6374,2589,5532,280,842,1853,2430,1109,2349,3458,1999,749,523,1353,1971,7871
16,2002-03,UTA,2002-03UTA,82,47,35,0.585,19780,2894,6189,2670,5548,224,641,1750,2349,1021,2381,3402,2103,708,467,1374,1837,7762
15,2003-04,UTA,2003-04UTA,82,42,40,0.524,19780,2690,6172,2438,5386,252,786,1639,2196,1103,2272,3375,1671,583,494,1365,2096,7271
14,2004-05,UTA,2004-05UTA,82,26,56,0.341,19780,2828,6301,2578,5539,250,762,1719,2272,1047,2243,3290,1826,541,374,1292,2189,7625
13,2005-06,UTA,2005-06UTA,82,41,41,0.512,19880,2744,6207,2433,5282,311,925,1774,2466,1071,2380,3451,1772,524,492,1290,2032,7573
12,2006-07,UTA,2006-07UTA,82,51,31,0.634,19805,3069,6471,2715,5415,354,1056,1830,2462,1030,2456,3486,2024,577,339,1277,2067,8322
11,2007-08,UTA,2007-08UTA,82,54,28,0.667,19705,3279,6592,2872,5497,407,1095,1745,2298,942,2410,3352,2165,717,355,1200,1970,8710
10,2008-09,UTA,2008-09UTA,82,48,34,0.598,19880,3143,6623,2751,5501,392,1122,1814,2352,940,2423,3363,2024,719,374,1210,1830,8492
9,2009-10,UTA,2009-10UTA,82,53,29,0.659,19755,3227,6575,2788,5368,439,1207,1654,2233,872,2588,3460,2187,675,400,1246,1859,8547
8,2010-11,UTA,2010-11UTA,82,39,43,0.5,19880,3064,6590,2629,5334,435,1256,1590,2061,898,2338,3236,1921,629,484,1175,1865,8153
7,2011-12,UTA,2011-12UTA,66,36,30,0.463,16165,2523,5531,2250,4686,273,845,1258,1668,861,2055,2916,1439,545,385,936,1441,6577
6,2012-13,UTA,2012-13UTA,82,43,39,0.537,19880,3046,6710,2539,5325,507,1385,1439,1883,989,2457,3446,1859,690,515,1210,1750,8038
5,2013-14,UTA,2013-14UTA,82,25,57,0.341,19780,2951,6652,2408,5075,543,1577,1346,1803,904,2477,3381,1664,570,366,1200,1699,7791
4,2014-15,UTA,2014-15UTA,82,38,44,0.488,19705,2900,6492,2290,4711,610,1781,1391,1929,988,2617,3605,1632,623,489,1256,1583,7801
3,2015-16,UTA,2015-16UTA,82,40,42,0.5,19955,2957,6593,2263,4637,694,1956,1402,1885,880,2665,3545,1555,631,425,1224,1655,8010
2,2016-17,UTA,2016-17UTA,82,51,31,0.634,19755,3033,6515,2242,4387,791,2128,1401,1875,771,2774,3545,1651,550,410,1118,1545,8258
1,2017-18,UTA,2017-18UTA,7,4,3,0.183,1680,257,550,188,356,69,194,87,110,54,229,283,156,70,47,132,139,671
23,1995-96,VAN,1995-96VAN,82,15,67,0.232,19880,2772,6483,2400,5354,372,1129,1446,1998,957,2170,3127,1706,728,333,1347,1852,
22,1996-97,VAN,1996-97VAN,82,14,68,0.22,19780,2819,6453,2374,5179,445,1274,1230,1734,1023,2155,3178,1862,657,464,1301,1755,7313
21,1997-98,VAN,1997-98VAN,82,19,63,0.256,19830,3006,6567,2681,5669,325,898,1586,2145,1081,2313,3394,1960,614,349,1405,1809,7923
20,1998-99,VAN,1998-99VAN,50,8,42,0.207,12175,1643,3838,1495,3385,148,453,1009,1408,650,1359,2009,964,420,199,848,1123,4443
19,1999-00,VAN,1999-00VAN,82,22,60,0.293,19855,2892,6441,2568,5543,324,898,1594,2060,1005,2324,3329,1700,608,346,1381,1881,7702
18,2000-01,VAN,2000-01VAN,82,23,59,0.305,19780,2870,6539,2545,5592,325,947,1457,1892,894,2431,3325,1899,586,359,1291,1733,7522
21,1997-98,WAS,1997-98WAS,82,42,40,0.524,19805,3080,6811,2760,5867,320,944,1489,2156,1121,2341,3462,1900,689,379,1156,1839,7969
20,1998-99,WAS,1998-99WAS,50,18,32,0.256,12050,1768,3969,1589,3389,179,580,845,1198,595,1403,1998,1064,393,193,736,1151,4560
19,1999-00,WAS,1999-00WAS,82,29,53,0.378,19805,3010,6681,2675,5791,335,890,1566,2107,1064,2438,3502,1771,593,383,1320,2149,7921
18,2000-01,WAS,2000-01WAS,82,19,63,0.256,19680,2833,6453,2558,5605,275,848,1704,2245,1016,2370,3386,1647,630,383,1391,1913,7645
17,2001-02,WAS,2001-02WAS,82,37,45,0.476,19730,2938,6664,2633,5878,305,786,1428,1866,1055,2393,3448,1715,570,354,1068,1763,7609
16,2002-03,WAS,2002-03WAS,82,37,45,0.476,19830,2816,6394,2563,5583,253,811,1617,2077,917,2395,3312,1612,621,390,1095,1644,7502
15,2003-04,WAS,2003-04WAS,82,25,57,0.333,19830,2758,6556,2325,5287,433,1269,1579,2211,1115,2392,3507,1537,733,406,1439,1712,7528
14,2004-05,WAS,2004-05WAS,82,45,37,0.573,19780,2966,6794,2452,5296,514,1498,1795,2476,1133,2374,3507,1563,716,347,1172,1807,8241
13,2005-06,WAS,2005-06WAS,82,42,40,0.537,19830,2975,6656,2478,5262,497,1394,1889,2496,1035,2344,3379,1523,658,339,1143,1855,8336
12,2006-07,WAS,2006-07WAS,82,41,41,0.512,19830,3070,6820,2509,5206,561,1614,1855,2425,998,2379,3377,1660,635,375,1133,1823,8556
11,2007-08,WAS,2007-08WAS,82,43,39,0.54,19905,2986,6695,2411,5081,575,1614,1557,1991,1007,2404,3411,1607,632,391,1082,1606,8104
10,2008-09,WAS,2008-09WAS,82,19,63,0.268,19705,2994,6655,2599,5457,395,1198,1494,1948,956,2330,3286,1641,619,365,1146,1679,7877
9,2009-10,WAS,2009-10WAS,82,26,56,0.341,19830,3008,6700,2576,5475,432,1225,1444,1895,966,2458,3424,1557,493,421,1219,1752,7892
